Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use Chip,Exp Type,Interest_Earned,Delinquent_Acc
CUST_05636,Blue,370,1,91,16-07-2023,Week-29,Q3,2023,2542.0,850,4972,79,0.334,Swipe ,Grocery,397.76,0
CUST_05637,Blue,475,0,105,16-07-2023,Week-29,Q3,2023,7753.0,2100,991,26,0.271,Swipe ,Travel,227.93,0
CUST_05640,Blue,250,1,101,16-07-2023,Week-29,Q3,2023,3977.0,1325,4076,62,0.333,Swipe ,Entertainment,978.24,0
CUST_05641,Silver,300,1,122,16-07-2023,Week-29,Q3,2023,18965.0,2262,3066,69,0.119,Online ,Bills,398.58,0
CUST_05642,Blue,195,0,94,16-07-2023,Week-29,Q3,2023,5155.0,0,2753,45,0.0,Swipe ,Entertainment,165.18,0
CUST_05643,Blue,270,1,55,16-07-2023,Week-29,Q3,2023,6897.0,640,2781,57,0.093,Swipe ,Bills,194.67,0
CUST_05649,Blue,175,0,95,16-07-2023,Week-29,Q3,2023,2096.0,1567,1559,49,0.748,Swipe ,Bills,218.26,0
CUST_05653,Blue,200,1,137,16-07-2023,Week-29,Q3,2023,4284.0,1900,4948,85,0.444,Chip ,Entertainment,395.84,0
CUST_05655,Blue,245,1,139,23-07-2023,Week-30,Q3,2023,5642.0,541,4633,84,0.096,Swipe ,Grocery,787.61,0
CUST_05664,Blue,360,0,102,23-07-2023,Week-30,Q3,2023,8919.0,1723,13719,96,0.193,Swipe ,Food,2880.99,1
CUST_05665,Blue,355,1,50,23-07-2023,Week-30,Q3,2023,11042.0,2211,1140,25,0.2,Swipe ,Entertainment,205.2,1
CUST_05666,Blue,225,0,64,23-07-2023,Week-30,Q3,2023,1553.0,723,1954,43,0.466,Swipe ,Entertainment,390.8,1
CUST_05667,Blue,125,1,74,23-07-2023,Week-30,Q3,2023,4969.0,838,1489,32,0.169,Swipe ,Bills,119.12,0
CUST_05670,Blue,280,0,157,23-07-2023,Week-30,Q3,2023,32676.0,2134,3990,88,0.065,Swipe ,Entertainment,957.6,0
CUST_05675,Blue,425,1,73,23-07-2023,Week-30,Q3,2023,22770.0,2517,1882,38,0.111,Swipe ,Bills,432.86,0
CUST_05677,Blue,495,1,98,23-07-2023,Week-30,Q3,2023,1773.0,1539,4087,74,0.868,Chip ,Fuel,572.18,0
CUST_05681,Blue,325,1,110,23-07-2023,Week-30,Q3,2023,1998.0,0,4637,68,0.0,Swipe ,Fuel,510.07,0
CUST_05682,Blue,175,0,106,23-07-2023,Week-30,Q3,2023,3095.0,1488,4642,92,0.481,Online ,Food,557.04,0
CUST_05688,Blue,225,1,97,23-07-2023,Week-30,Q3,2023,6779.0,1359,3434,65,0.2,Swipe ,Bills,618.12,0
CUST_05689,Blue,250,0,66,23-07-2023,Week-30,Q3,2023,1953.0,1554,4598,71,0.796,Chip ,Bills,275.88,0
CUST_05696,Blue,200,1,138,23-07-2023,Week-30,Q3,2023,2158.0,1299,4946,73,0.602,Swipe ,Entertainment,395.68,0
CUST_05697,Blue,365,1,109,23-07-2023,Week-30,Q3,2023,2939.0,1388,5076,84,0.472,Swipe ,Grocery,761.4,0
CUST_05699,Blue,175,1,66,23-07-2023,Week-30,Q3,2023,7578.0,1628,1325,29,0.215,Swipe ,Entertainment,357.75,0
CUST_05708,Blue,245,0,83,23-07-2023,Week-30,Q3,2023,1438.3,0,3877,70,0.0,Swipe ,Grocery,387.7,0
CUST_05709,Blue,245,0,113,23-07-2023,Week-30,Q3,2023,20865.0,0,837,25,0.0,Swipe ,Bills,184.14,0
CUST_05710,Blue,405,1,73,23-07-2023,Week-30,Q3,2023,2883.0,1936,4244,53,0.672,Swipe ,Grocery,976.12,0
CUST_05711,Blue,100,1,107,23-07-2023,Week-30,Q3,2023,2855.0,527,3645,69,0.185,Online ,Grocery,437.4,0
CUST_05715,Blue,250,1,79,23-07-2023,Week-30,Q3,2023,4543.0,1028,4093,77,0.226,Swipe ,Bills,491.16,0
CUST_05719,Blue,225,1,116,23-07-2023,Week-30,Q3,2023,4006.0,2517,1157,34,0.628,Online ,Bills,277.68,0
CUST_05720,Blue,300,1,57,23-07-2023,Week-30,Q3,2023,4535.0,0,2342,40,0.0,Chip ,Fuel,327.88,0
CUST_05728,Blue,250,1,93,23-07-2023,Week-30,Q3,2023,4180.0,688,3750,76,0.165,Swipe ,Travel,375.0,0
CUST_05729,Blue,250,1,81,23-07-2023,Week-30,Q3,2023,8892.0,889,4900,89,0.1,Chip ,Food,588.0,0
CUST_05730,Blue,425,0,91,23-07-2023,Week-30,Q3,2023,3901.0,1001,4313,72,0.257,Online ,Fuel,1078.25,0
CUST_05737,Blue,400,1,78,23-07-2023,Week-30,Q3,2023,2157.0,574,1663,33,0.266,Swipe ,Bills,249.45,0
CUST_05742,Gold,245,1,83,23-07-2023,Week-30,Q3,2023,7664.0,1785,15077,126,0.233,Swipe ,Bills,2261.55,0
CUST_05750,Blue,430,1,65,23-07-2023,Week-30,Q3,2023,2175.0,1404,3994,64,0.646,Swipe ,Bills,319.52,0
CUST_05757,Blue,200,0,75,23-07-2023,Week-30,Q3,2023,4136.0,0,7739,97,0.0,Swipe ,Entertainment,1160.85,0
CUST_05762,Blue,150,0,70,23-07-2023,Week-30,Q3,2023,12366.0,0,4880,76,0.0,Swipe ,Grocery,1171.2,0
CUST_05763,Blue,175,0,71,23-07-2023,Week-30,Q3,2023,3107.0,1720,2460,71,0.554,Swipe ,Fuel,639.6,0
CUST_05764,Blue,175,1,114,23-07-2023,Week-30,Q3,2023,4503.0,0,748,20,0.0,Swipe ,Grocery,127.16,0
CUST_05765,Platinum,300,1,83,23-07-2023,Week-30,Q3,2023,11782.0,2177,16605,110,0.185,Swipe ,Entertainment,4483.35,0
CUST_05767,Blue,125,1,98,23-07-2023,Week-30,Q3,2023,2252.0,1737,1291,27,0.771,Swipe ,Fuel,309.84,0
CUST_05768,Blue,150,1,83,23-07-2023,Week-30,Q3,2023,3244.0,1762,1274,32,0.543,Swipe ,Bills,191.1,0
CUST_05770,Blue,455,1,102,23-07-2023,Week-30,Q3,2023,3118.0,1528,1291,24,0.49,Swipe ,Fuel,116.19,0
CUST_05771,Blue,220,0,117,23-07-2023,Week-30,Q3,2023,17965.0,1644,1767,50,0.092,Swipe ,Travel,318.06,0
CUST_05776,Blue,410,1,84,23-07-2023,Week-30,Q3,2023,2655.0,2283,2386,49,0.86,Swipe ,Bills,405.62,0
CUST_05781,Blue,490,1,104,23-07-2023,Week-30,Q3,2023,2991.0,1508,3734,64,0.504,Swipe ,Bills,784.14,0
CUST_05786,Blue,245,0,111,23-07-2023,Week-30,Q3,2023,2099.0,1164,4471,80,0.555,Swipe ,Bills,938.91,0
CUST_05787,Blue,400,1,133,23-07-2023,Week-30,Q3,2023,1438.3,604,4219,83,0.42,Chip ,Entertainment,928.18,0
CUST_05791,Blue,485,0,54,23-07-2023,Week-30,Q3,2023,4026.0,243,1102,27,0.06,Swipe ,Grocery,231.42,0
CUST_05793,Blue,200,0,115,23-07-2023,Week-30,Q3,2023,8285.0,1359,7205,84,0.164,Swipe ,Fuel,3801.25,0
CUST_05796,Blue,300,1,161,23-07-2023,Week-30,Q3,2023,21696.0,1036,3354,76,0.048,Swipe ,Fuel,972.66,0
CUST_05804,Blue,275,1,108,23-07-2023,Week-30,Q3,2023,2983.0,0,2509,46,0.0,Chip ,Entertainment,577.07,0
CUST_05810,Blue,350,0,98,23-07-2023,Week-30,Q3,2023,1438.3,0,2295,51,0.0,Swipe ,Entertainment,481.95,0
CUST_05815,Blue,200,0,93,23-07-2023,Week-30,Q3,2023,5039.0,0,1390,23,0.0,Swipe ,Bills,83.4,1
CUST_05817,Blue,385,1,97,23-07-2023,Week-30,Q3,2023,6116.0,1698,1592,32,0.278,Swipe ,Entertainment,286.56,1
CUST_05818,Blue,385,1,97,23-07-2023,Week-30,Q3,2023,11236.0,576,4253,80,0.051,Swipe ,Entertainment,425.3,1
CUST_05820,Blue,150,0,80,23-07-2023,Week-30,Q3,2023,8133.0,1942,3310,76,0.239,Swipe ,Fuel,496.5,0
CUST_05821,Blue,360,1,165,23-07-2023,Week-30,Q3,2023,23000.0,1097,3886,70,0.048,Swipe ,Entertainment,660.62,0
CUST_05822,Blue,125,0,73,23-07-2023,Week-30,Q3,2023,8184.0,1508,4134,71,0.184,Swipe ,Entertainment,1116.18,0
CUST_05823,Blue,460,1,105,23-07-2023,Week-30,Q3,2023,9843.0,1273,3677,66,0.129,Chip ,Travel,808.94,0
CUST_05825,Blue,150,0,92,23-07-2023,Week-30,Q3,2023,2813.0,2208,4491,68,0.785,Swipe ,Grocery,673.65,0
CUST_05826,Blue,150,1,110,23-07-2023,Week-30,Q3,2023,2163.0,1942,4380,57,0.898,Swipe ,Bills,1182.6,0
CUST_05829,Blue,370,1,119,23-07-2023,Week-30,Q3,2023,20789.0,0,4105,67,0.0,Swipe ,Bills,1026.25,0
CUST_05830,Blue,470,0,89,23-07-2023,Week-30,Q3,2023,3913.0,0,5170,93,0.0,Swipe ,Bills,1344.2,0
CUST_05832,Blue,175,1,97,23-07-2023,Week-30,Q3,2023,13882.0,0,4798,82,0.0,Chip ,Entertainment,959.6,0
CUST_05835,Blue,330,1,98,23-07-2023,Week-30,Q3,2023,34516.0,2165,1672,32,0.063,Swipe ,Bills,217.36,0
CUST_05837,Blue,250,1,101,23-07-2023,Week-30,Q3,2023,3499.0,1759,3972,67,0.503,Swipe ,Bills,754.68,0
CUST_05838,Blue,245,0,128,23-07-2023,Week-30,Q3,2023,2966.0,2371,4416,83,0.799,Swipe ,Fuel,441.6,0
CUST_05842,Silver,200,0,107,23-07-2023,Week-30,Q3,2023,34516.0,1900,1668,36,0.055,Swipe ,Bills,200.16,0
CUST_05850,Blue,95,0,89,30-07-2023,Week-31,Q3,2023,1438.3,0,4215,79,0.0,Swipe ,Fuel,295.05,0
CUST_05853,Blue,380,0,86,30-07-2023,Week-31,Q3,2023,1438.3,0,2412,58,0.0,Swipe ,Bills,241.2,0
CUST_05857,Blue,200,0,83,30-07-2023,Week-31,Q3,2023,7469.0,1294,15212,124,0.173,Online ,Food,4107.24,0
CUST_05861,Blue,470,0,92,30-07-2023,Week-31,Q3,2023,5941.0,0,2196,37,0.0,Swipe ,Fuel,197.64,0
CUST_05862,Blue,445,1,115,30-07-2023,Week-31,Q3,2023,5169.0,2296,4656,88,0.444,Swipe ,Fuel,1257.12,0
CUST_05863,Blue,195,1,109,30-07-2023,Week-31,Q3,2023,21046.0,1631,7653,95,0.077,Swipe ,Grocery,2066.31,0
CUST_05876,Blue,125,1,85,30-07-2023,Week-31,Q3,2023,4134.0,1130,2475,52,0.273,Swipe ,Fuel,693.0,0
CUST_05895,Blue,320,1,82,30-07-2023,Week-31,Q3,2023,1438.3,679,1117,29,0.472,Swipe ,Travel,312.76,0
CUST_05899,Blue,465,0,159,30-07-2023,Week-31,Q3,2023,16794.0,1527,4040,76,0.091,Swipe ,Grocery,282.8,0
CUST_05900,Blue,455,0,91,30-07-2023,Week-31,Q3,2023,10830.0,2184,8814,88,0.202,Swipe ,Fuel,1322.1,0
CUST_05901,Blue,335,1,116,30-07-2023,Week-31,Q3,2023,2848.0,1468,1135,27,0.515,Swipe ,Bills,90.8,0
CUST_05903,Blue,295,1,77,30-07-2023,Week-31,Q3,2023,6188.0,2517,1997,43,0.407,Chip ,Fuel,359.46,0
CUST_05906,Blue,125,1,81,30-07-2023,Week-31,Q3,2023,3908.0,1629,1903,30,0.417,Swipe ,Entertainment,228.36,0
CUST_05909,Blue,140,1,85,30-07-2023,Week-31,Q3,2023,4934.0,1504,2747,42,0.305,Swipe ,Fuel,576.87,0
CUST_05910,Blue,245,1,68,30-07-2023,Week-31,Q3,2023,4541.0,0,7996,80,0.0,Swipe ,Food,1519.24,0
CUST_05913,Blue,330,0,120,30-07-2023,Week-31,Q3,2023,2707.0,1367,4646,73,0.505,Chip ,Bills,789.82,0
CUST_05915,Blue,100,1,53,30-07-2023,Week-31,Q3,2023,27499.0,1188,2202,46,0.043,Swipe ,Bills,264.24,0
CUST_05919,Blue,350,1,101,30-07-2023,Week-31,Q3,2023,12218.0,0,5272,62,0.0,Swipe ,Bills,948.96,0
CUST_05921,Silver,360,1,92,30-07-2023,Week-31,Q3,2023,34516.0,1435,15584,114,0.042,Swipe ,Grocery,2025.92,0
CUST_05922,Blue,330,1,70,30-07-2023,Week-31,Q3,2023,12756.0,837,1413,14,0.066,Swipe ,Travel,324.99,0
CUST_05925,Blue,375,1,109,30-07-2023,Week-31,Q3,2023,2220.0,1240,4396,78,0.559,Swipe ,Entertainment,835.24,0
CUST_05928,Silver,370,0,93,30-07-2023,Week-31,Q3,2023,33771.0,0,3819,75,0.0,Chip ,Bills,458.28,0
CUST_05932,Blue,445,1,91,30-07-2023,Week-31,Q3,2023,6370.0,0,1783,40,0.0,Swipe ,Fuel,249.62,0
CUST_05937,Blue,285,0,79,30-07-2023,Week-31,Q3,2023,9137.0,1729,4626,77,0.189,Chip ,Bills,1063.98,0
CUST_05938,Blue,140,1,142,30-07-2023,Week-31,Q3,2023,7098.0,2224,3465,59,0.313,Online ,Fuel,415.8,0
CUST_05939,Blue,360,1,120,30-07-2023,Week-31,Q3,2023,1438.3,576,2567,48,0.4,Swipe ,Fuel,154.02,0
CUST_05941,Blue,125,0,103,30-07-2023,Week-31,Q3,2023,2797.0,1943,4917,66,0.695,Swipe ,Grocery,1278.42,0
CUST_05945,Silver,195,1,94,30-07-2023,Week-31,Q3,2023,34516.0,2032,14544,104,0.059,Chip ,Grocery,2327.04,0
CUST_05946,Blue,150,1,93,30-07-2023,Week-31,Q3,2023,8516.0,0,2189,37,0.0,Online ,Fuel,481.58,0
CUST_05954,Blue,100,0,86,30-07-2023,Week-31,Q3,2023,21751.0,1573,8332,102,0.072,Swipe ,Bills,499.92,0
CUST_05956,Blue,470,0,75,30-07-2023,Week-31,Q3,2023,10569.0,0,1682,44,0.0,Swipe ,Fuel,302.76,0
CUST_05958,Blue,250,1,100,30-07-2023,Week-31,Q3,2023,3422.0,2517,4922,84,0.736,Swipe ,Grocery,836.74,0
CUST_05964,Blue,250,1,97,30-07-2023,Week-31,Q3,2023,1438.3,0,886,27,0.0,Swipe ,Bills,256.94,0
CUST_05965,Blue,250,1,113,30-07-2023,Week-31,Q3,2023,2448.0,1969,5066,84,0.804,Online ,Fuel,506.6,0
CUST_05966,Blue,465,0,99,30-07-2023,Week-31,Q3,2023,2140.0,1361,1280,34,0.636,Swipe ,Grocery,281.6,0
CUST_05969,Blue,195,1,115,30-07-2023,Week-31,Q3,2023,8989.0,552,2309,49,0.061,Swipe ,Bills,253.99,0
CUST_05973,Blue,340,1,83,30-07-2023,Week-31,Q3,2023,1438.3,0,2557,67,0.0,Swipe ,Fuel,281.27,0
CUST_05980,Silver,150,0,113,30-07-2023,Week-31,Q3,2023,20356.0,2031,15180,121,0.1,Chip ,Bills,4098.6,0
CUST_05981,Blue,175,1,110,30-07-2023,Week-31,Q3,2023,1754.0,894,4874,79,0.51,Swipe ,Fuel,1364.72,0
CUST_05982,Blue,190,1,145,30-07-2023,Week-31,Q3,2023,3240.0,0,4803,83,0.0,Swipe ,Bills,1104.69,0
CUST_05983,Blue,250,1,76,30-07-2023,Week-31,Q3,2023,8455.0,2517,8124,73,0.298,Chip ,Grocery,974.88,0
CUST_05984,Silver,465,0,74,30-07-2023,Week-31,Q3,2023,29808.0,0,16098,128,0.0,Online ,Travel,2575.68,0
CUST_05991,Blue,125,1,71,30-07-2023,Week-31,Q3,2023,3264.0,0,6439,63,0.0,Chip ,Fuel,1159.02,0
CUST_05994,Blue,150,0,95,30-07-2023,Week-31,Q3,2023,1869.0,758,1549,34,0.406,Swipe ,Entertainment,154.9,0
CUST_06009,Blue,390,1,149,30-07-2023,Week-31,Q3,2023,1679.0,951,2492,43,0.566,Chip ,Food,573.16,0
CUST_06011,Blue,220,0,74,30-07-2023,Week-31,Q3,2023,9805.0,1007,14641,95,0.103,Chip ,Fuel,2342.56,0
CUST_06014,Blue,245,1,66,30-07-2023,Week-31,Q3,2023,3742.0,1175,1505,31,0.314,Swipe ,Entertainment,346.15,0
CUST_06019,Silver,445,1,57,30-07-2023,Week-31,Q3,2023,11568.0,1846,1701,44,0.16,Online ,Entertainment,357.21,0
CUST_06023,Blue,465,1,107,30-07-2023,Week-31,Q3,2023,1438.3,0,5346,84,0.0,Swipe ,Grocery,588.06,0
CUST_06030,Blue,175,1,102,30-07-2023,Week-31,Q3,2023,2107.0,1663,4841,88,0.789,Swipe ,Food,532.51,0
CUST_06038,Blue,100,1,89,30-07-2023,Week-31,Q3,2023,1438.3,0,4564,79,0.0,Swipe ,Bills,867.16,0
CUST_06044,Blue,360,1,92,30-07-2023,Week-31,Q3,2023,8318.0,1945,3676,77,0.234,Swipe ,Entertainment,551.4,0
CUST_06046,Blue,125,1,52,06-08-2023,Week-32,Q3,2023,6472.0,2128,3592,66,0.329,Online ,Bills,610.64,0
CUST_06052,Blue,375,1,76,06-08-2023,Week-32,Q3,2023,3001.0,0,2577,39,0.0,Swipe ,Fuel,412.32,0
CUST_06058,Blue,200,0,93,06-08-2023,Week-32,Q3,2023,7997.0,0,2208,56,0.0,Swipe ,Entertainment,375.36,0
CUST_06059,Silver,250,1,40,06-08-2023,Week-32,Q3,2023,34516.0,964,2922,71,0.028,Online ,Food,730.5,0
CUST_06061,Blue,140,0,76,06-08-2023,Week-32,Q3,2023,2172.0,1381,2945,69,0.636,Swipe ,Bills,559.55,0
CUST_06062,Blue,300,1,91,06-08-2023,Week-32,Q3,2023,3534.0,1175,13588,94,0.332,Chip ,Fuel,2853.48,0
CUST_06063,Blue,150,0,105,06-08-2023,Week-32,Q3,2023,1834.0,1416,5653,79,0.772,Swipe ,Bills,678.36,0
CUST_06066,Blue,320,0,61,06-08-2023,Week-32,Q3,2023,3416.0,727,4121,83,0.213,Chip ,Entertainment,1071.46,0
CUST_06068,Blue,440,1,79,06-08-2023,Week-32,Q3,2023,10226.0,0,2243,44,0.0,Chip ,Food,515.89,0
CUST_06072,Blue,100,0,72,06-08-2023,Week-32,Q3,2023,5130.0,2048,4601,88,0.399,Swipe ,Food,1012.22,0
CUST_06073,Blue,375,1,100,06-08-2023,Week-32,Q3,2023,1927.0,1319,4199,77,0.684,Swipe ,Bills,251.94,0
CUST_06074,Blue,405,1,129,06-08-2023,Week-32,Q3,2023,6121.0,1679,14224,117,0.274,Swipe ,Fuel,2987.04,0
CUST_06077,Blue,150,1,70,06-08-2023,Week-32,Q3,2023,2720.0,1926,3806,61,0.708,Swipe ,Entertainment,494.78,0
CUST_06078,Blue,220,1,105,06-08-2023,Week-32,Q3,2023,12064.0,1312,4100,67,0.109,Online ,Food,861.0,0
CUST_06081,Silver,300,1,85,06-08-2023,Week-32,Q3,2023,10254.0,0,4258,68,0.0,Swipe ,Food,596.12,0
CUST_06082,Blue,150,0,87,06-08-2023,Week-32,Q3,2023,17656.0,0,4633,71,0.0,Chip ,Entertainment,1250.91,0
CUST_06084,Blue,345,1,115,06-08-2023,Week-32,Q3,2023,4573.0,2076,2720,46,0.454,Swipe ,Grocery,435.2,0
CUST_06085,Blue,245,0,118,06-08-2023,Week-32,Q3,2023,2670.0,1944,4491,65,0.728,Swipe ,Fuel,494.01,0
CUST_06089,Blue,400,1,85,06-08-2023,Week-32,Q3,2023,7789.0,957,3412,70,0.123,Swipe ,Grocery,580.04,0
CUST_06093,Blue,390,0,107,06-08-2023,Week-32,Q3,2023,3302.0,1980,3899,65,0.6,Swipe ,Grocery,857.78,0
CUST_06097,Blue,335,0,92,06-08-2023,Week-32,Q3,2023,4765.0,1516,7380,76,0.318,Swipe ,Fuel,3918.8,0
CUST_06099,Blue,335,1,119,06-08-2023,Week-32,Q3,2023,10974.0,0,1327,26,0.0,Swipe ,Bills,119.43,0
CUST_06102,Blue,380,1,72,06-08-2023,Week-32,Q3,2023,8930.0,2517,2167,38,0.282,Chip ,Fuel,520.08,0
CUST_06104,Blue,175,0,95,06-08-2023,Week-32,Q3,2023,1854.0,0,5245,89,0.0,Chip ,Travel,1258.8,0
CUST_06106,Blue,300,0,105,06-08-2023,Week-32,Q3,2023,2016.0,978,4379,78,0.485,Chip ,Fuel,788.22,0
CUST_06110,Blue,150,1,52,06-08-2023,Week-32,Q3,2023,3416.0,1109,4614,70,0.325,Swipe ,Bills,738.24,0
CUST_06114,Blue,445,1,66,06-08-2023,Week-32,Q3,2023,2709.0,1726,5056,89,0.637,Swipe ,Grocery,1365.12,0
CUST_06127,Blue,395,1,113,06-08-2023,Week-32,Q3,2023,5456.0,951,1096,27,0.174,Swipe ,Entertainment,186.32,0
CUST_06129,Blue,150,1,170,06-08-2023,Week-32,Q3,2023,2987.0,2517,1617,35,0.843,Swipe ,Entertainment,129.36,0
CUST_06130,Blue,300,1,94,06-08-2023,Week-32,Q3,2023,2480.0,1890,4114,66,0.762,Chip ,Grocery,987.36,0
CUST_06131,Blue,460,1,70,06-08-2023,Week-32,Q3,2023,11915.0,1631,1956,63,0.137,Swipe ,Food,136.92,0
CUST_06136,Blue,225,0,117,06-08-2023,Week-32,Q3,2023,2415.0,1643,5063,78,0.68,Online ,Entertainment,1012.6,0
CUST_06138,Blue,300,0,83,06-08-2023,Week-32,Q3,2023,3034.0,2167,2058,49,0.714,Swipe ,Entertainment,267.54,0
CUST_06146,Blue,125,1,83,06-08-2023,Week-32,Q3,2023,34516.0,975,12871,104,0.028,Swipe ,Grocery,900.97,0
CUST_06150,Blue,220,0,79,06-08-2023,Week-32,Q3,2023,3390.0,2385,4128,73,0.704,Swipe ,Bills,1114.56,1
CUST_06152,Blue,245,1,141,06-08-2023,Week-32,Q3,2023,18056.0,940,4473,72,0.052,Chip ,Travel,581.49,1
CUST_06157,Blue,460,1,110,06-08-2023,Week-32,Q3,2023,8973.0,1300,4699,72,0.145,Swipe ,Grocery,469.9,0
CUST_06158,Blue,300,1,59,06-08-2023,Week-32,Q3,2023,7050.0,659,1236,36,0.093,Swipe ,Entertainment,148.32,0
CUST_06160,Blue,350,1,97,06-08-2023,Week-32,Q3,2023,4476.0,0,3350,67,0.0,Chip ,Grocery,603.0,0
CUST_06161,Blue,275,1,76,06-08-2023,Week-32,Q3,2023,3443.0,0,2505,45,0.0,Chip ,Entertainment,726.45,0
CUST_06162,Blue,390,0,73,06-08-2023,Week-32,Q3,2023,2437.0,1718,8028,77,0.705,Swipe ,Food,1605.6,0
CUST_06163,Blue,475,1,79,06-08-2023,Week-32,Q3,2023,11669.0,2227,720,23,0.191,Swipe ,Bills,108.0,0
CUST_06164,Blue,465,0,67,06-08-2023,Week-32,Q3,2023,3888.0,2517,4377,88,0.647,Chip ,Food,306.39,0
CUST_06168,Blue,425,0,168,06-08-2023,Week-32,Q3,2023,6720.0,2143,5049,85,0.319,Swipe ,Food,1464.21,0
CUST_06171,Silver,405,1,79,06-08-2023,Week-32,Q3,2023,34516.0,2177,1234,23,0.063,Swipe ,Bills,308.5,0
CUST_06176,Blue,290,0,75,06-08-2023,Week-32,Q3,2023,3451.0,0,3031,57,0.0,Swipe ,Bills,363.72,0
CUST_06179,Blue,250,1,170,06-08-2023,Week-32,Q3,2023,5037.0,1670,4379,67,0.332,Swipe ,Bills,1226.12,0
CUST_06180,Silver,300,1,75,06-08-2023,Week-32,Q3,2023,22715.0,707,15004,117,0.031,Chip ,Travel,3751.0,0
CUST_06181,Blue,245,1,101,06-08-2023,Week-32,Q3,2023,8276.0,1671,1409,25,0.202,Swipe ,Bills,154.99,0
CUST_06189,Blue,290,1,87,06-08-2023,Week-32,Q3,2023,3591.0,2517,2313,43,0.701,Swipe ,Food,416.34,0
CUST_06192,Blue,190,1,106,06-08-2023,Week-32,Q3,2023,5877.0,1697,2494,58,0.289,Swipe ,Food,723.26,0
CUST_06193,Blue,125,1,121,06-08-2023,Week-32,Q3,2023,2264.0,0,4279,75,0.0,Chip ,Fuel,599.06,0
CUST_06203,Blue,335,1,115,06-08-2023,Week-32,Q3,2023,1889.0,0,2479,46,0.0,Swipe ,Bills,371.85,0
CUST_06204,Blue,150,0,67,06-08-2023,Week-32,Q3,2023,2406.0,1491,4625,91,0.62,Online ,Food,277.5,0
CUST_06205,Silver,340,0,83,06-08-2023,Week-32,Q3,2023,34516.0,1568,2873,73,0.045,Swipe ,Entertainment,287.3,0
CUST_06210,Blue,480,0,93,06-08-2023,Week-32,Q3,2023,2558.0,0,4635,82,0.0,Swipe ,Grocery,741.6,0
CUST_06216,Blue,150,0,116,06-08-2023,Week-32,Q3,2023,6704.0,0,12576,103,0.0,Swipe ,Food,1131.84,0
CUST_06217,Blue,410,0,109,06-08-2023,Week-32,Q3,2023,1438.3,743,4484,78,0.517,Swipe ,Food,1165.84,0
CUST_06221,Blue,425,1,80,06-08-2023,Week-32,Q3,2023,1982.0,1276,5136,76,0.644,Swipe ,Grocery,410.88,0
CUST_06225,Blue,285,1,81,06-08-2023,Week-32,Q3,2023,16258.0,865,3761,58,0.053,Swipe ,Grocery,865.03,0
CUST_06226,Blue,150,1,109,06-08-2023,Week-32,Q3,2023,2542.0,1884,4518,88,0.741,Swipe ,Grocery,587.34,0
CUST_06235,Blue,270,0,54,06-08-2023,Week-32,Q3,2023,18226.0,1847,1681,43,0.101,Swipe ,Entertainment,369.82,0
CUST_06246,Blue,270,1,125,13-08-2023,Week-33,Q3,2023,2232.0,786,1395,39,0.352,Swipe ,Fuel,348.75,0
CUST_06248,Blue,150,0,109,13-08-2023,Week-33,Q3,2023,2864.0,1928,4641,78,0.673,Swipe ,Food,788.97,0
CUST_06249,Blue,470,0,148,13-08-2023,Week-33,Q3,2023,6174.0,1421,2043,52,0.23,Swipe ,Entertainment,306.45,0
CUST_06250,Blue,150,1,107,13-08-2023,Week-33,Q3,2023,2396.0,2217,4593,74,0.925,Chip ,Entertainment,872.67,0
CUST_06253,Blue,250,0,112,13-08-2023,Week-33,Q3,2023,20958.0,1936,14314,99,0.092,Chip ,Travel,2147.1,0
CUST_06254,Blue,300,0,118,13-08-2023,Week-33,Q3,2023,3035.0,1779,4999,83,0.586,Swipe ,Bills,1299.74,0
CUST_06256,Blue,435,0,101,13-08-2023,Week-33,Q3,2023,2126.0,1257,4340,70,0.591,Chip ,Grocery,1215.2,0
CUST_06262,Blue,375,0,92,13-08-2023,Week-33,Q3,2023,10253.0,1857,3042,66,0.181,Swipe ,Bills,425.88,0
CUST_06264,Silver,320,1,162,13-08-2023,Week-33,Q3,2023,6176.0,905,15102,95,0.147,Swipe ,Food,3322.44,0
CUST_06265,Blue,275,0,112,13-08-2023,Week-33,Q3,2023,1971.0,922,4827,84,0.468,Swipe ,Grocery,1061.94,0
CUST_06274,Blue,465,1,171,13-08-2023,Week-33,Q3,2023,2107.0,1008,3913,67,0.478,Swipe ,Bills,586.95,0
CUST_06276,Blue,250,0,116,13-08-2023,Week-33,Q3,2023,2316.0,1510,3471,63,0.652,Chip ,Bills,451.23,0
CUST_06283,Blue,405,1,78,13-08-2023,Week-33,Q3,2023,3346.0,922,1276,21,0.276,Swipe ,Bills,114.84,0
CUST_06292,Blue,455,0,99,13-08-2023,Week-33,Q3,2023,4138.0,643,1827,49,0.155,Swipe ,Entertainment,310.59,0
CUST_06293,Blue,275,1,80,13-08-2023,Week-33,Q3,2023,6618.0,1738,5022,76,0.263,Swipe ,Grocery,1205.28,0
CUST_06301,Blue,345,1,57,13-08-2023,Week-33,Q3,2023,6028.0,799,1002,22,0.133,Swipe ,Bills,220.44,0
