Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Car_Owner,House_Owner,Personal_loan,contact,Cust_Satisfaction_Score
CUST_02413,54,M,1,Unknown,Single,TX,no,no,no,cellular,2
CUST_02418,49,M,3,Graduate,Single,FL,no,yes,no,cellular,3
CUST_02421,43,M,2,Graduate,Single,NY,yes,no,no,unknown,1
CUST_02424,41,F,2,Doctorate,Unknown,FL,no,yes,no,unknown,2
CUST_02426,42,M,4,Uneducated,Married,TX,no,no,no,cellular,1
CUST_02437,49,F,3,Uneducated,Married,NV,no,no,no,cellular,2
CUST_02440,52,F,2,Unknown,Married,NY,no,no,no,cellular,3
CUST_02442,43,F,3,High School,Unknown,FL,no,yes,no,unknown,2
CUST_02447,49,F,2,Graduate,Single,TX,no,yes,yes,cellular,1
CUST_02448,56,F,2,Doctorate,Married,NY,yes,no,no,cellular,2
CUST_02454,47,M,3,Uneducated,Unknown,CA,no,no,no,cellular,3
CUST_02456,48,M,4,Unknown,Single,CA,yes,no,no,cellular,3
CUST_02457,50,F,1,Graduate,Married,FL,yes,no,no,cellular,3
CUST_02458,33,F,3,Uneducated,Single,CA,no,no,no,telephone,1
CUST_02459,43,F,3,Post-Graduate,Married,TX,no,no,no,telephone,3
CUST_02465,48,M,2,Graduate,Married,CA,no,no,no,cellular,1
CUST_02466,46,M,3,Graduate,Married,FL,no,yes,yes,cellular,2
CUST_02471,44,F,5,Unknown,Married,TX,yes,no,yes,cellular,3
CUST_02472,29,M,0,Post-Graduate,Married,TX,yes,yes,no,cellular,3
CUST_02474,56,M,1,Unknown,Married,NJ,no,no,no,telephone,2
CUST_02475,73,M,0,High School,Married,IL,yes,yes,no,cellular,1
CUST_02479,46,F,4,Post-Graduate,Married,CA,yes,yes,no,cellular,1
CUST_02484,32,M,3,Unknown,Single,NJ,no,no,no,cellular,3
CUST_02485,58,F,1,Unknown,Married,NY,yes,no,no,unknown,1
CUST_02486,44,M,4,Doctorate,Married,FL,yes,yes,no,cellular,3
CUST_02487,46,F,3,Graduate,Married,TX,no,yes,no,cellular,3
CUST_02488,41,M,3,Unknown,Married,CA,no,no,no,cellular,3
CUST_02493,37,M,1,High School,Married,FL,yes,no,no,cellular,1
CUST_02499,58,F,4,Graduate,Married,FL,no,no,no,cellular,3
CUST_02508,35,M,3,Unknown,Single,TX,no,yes,no,cellular,2
CUST_02511,36,F,3,Graduate,Single,CA,yes,no,no,telephone,2
CUST_02514,49,M,4,Uneducated,Unknown,NY,yes,no,yes,cellular,2
CUST_02516,45,M,4,Unknown,Unknown,CA,yes,no,no,cellular,3
CUST_02517,44,F,3,Unknown,Single,CA,yes,yes,no,unknown,2
CUST_02518,30,F,0,Unknown,Married,CA,no,no,no,unknown,1
CUST_02520,55,F,2,Graduate,Unknown,CA,no,no,no,cellular,3
CUST_02523,34,M,3,Graduate,Married,FL,no,no,no,cellular,3
CUST_02524,44,F,4,High School,Single,CA,yes,yes,no,cellular,1
CUST_02527,56,F,1,Graduate,Single,NY,no,no,no,cellular,3
CUST_02532,45,F,2,Doctorate,Married,NY,no,no,yes,cellular,3
CUST_02534,39,F,1,Graduate,Single,CA,no,no,no,cellular,3
CUST_02535,63,F,0,Unknown,Single,TX,no,no,no,cellular,3
CUST_02541,59,F,0,Post-Graduate,Single,TX,yes,no,no,cellular,2
CUST_02543,31,F,1,Graduate,Single,TX,no,yes,no,unknown,3
CUST_02546,51,M,4,High School,Single,TX,no,yes,no,cellular,2
CUST_02555,42,M,5,Unknown,Married,FL,no,no,no,cellular,3
CUST_02565,30,F,1,Graduate,Married,MI,no,no,no,cellular,1
CUST_02572,60,M,1,Graduate,Single,NY,yes,no,no,cellular,3
CUST_02575,55,M,2,Graduate,Married,WA,no,yes,no,unknown,3
CUST_02587,41,F,3,High School,Single,CA,no,no,no,cellular,3
CUST_02589,35,F,4,Uneducated,Single,NY,no,no,no,cellular,1
CUST_02590,39,F,4,High School,Married,NY,yes,no,no,cellular,2
CUST_02593,47,F,2,High School,Unknown,FL,yes,yes,no,unknown,3
CUST_02603,43,F,2,Graduate,Married,TX,yes,yes,no,cellular,1
CUST_02610,40,F,2,Uneducated,Unknown,FL,no,no,no,cellular,2
CUST_02612,46,M,4,Unknown,Married,TX,yes,no,no,cellular,3
CUST_02615,43,F,4,Unknown,Single,FL,yes,no,no,unknown,1
CUST_02616,51,F,4,Graduate,Single,CA,yes,no,no,cellular,1
CUST_02620,46,M,3,High School,Single,CA,no,yes,no,cellular,1
CUST_02621,46,M,4,Graduate,Single,CA,no,no,no,cellular,1
CUST_02626,57,M,2,Uneducated,Unknown,NY,no,yes,no,cellular,2
CUST_02628,63,M,2,Graduate,Married,NY,no,no,no,cellular,1
CUST_02639,34,M,5,Post-Graduate,Single,NJ,no,no,no,cellular,2
CUST_02649,48,M,3,High School,Unknown,CA,no,yes,no,telephone,3
CUST_02651,39,F,2,High School,Married,FL,yes,yes,no,cellular,3
CUST_02652,49,M,3,Post-Graduate,Unknown,CA,no,no,no,telephone,3
CUST_02665,53,F,1,Graduate,Married,FL,yes,yes,no,cellular,3
CUST_02674,46,F,3,Graduate,Married,NY,no,yes,no,cellular,3
CUST_02677,52,F,1,Uneducated,Single,CA,yes,yes,no,cellular,3
CUST_02679,60,M,0,Graduate,Married,CA,no,no,no,cellular,1
CUST_02681,34,F,1,Unknown,Married,CA,no,yes,no,cellular,1
CUST_02685,42,F,4,Graduate,Single,NY,yes,yes,no,unknown,1
CUST_02686,39,M,4,Unknown,Married,NY,no,yes,no,cellular,2
CUST_02689,39,M,3,Uneducated,Single,TX,yes,no,no,telephone,3
CUST_02690,35,M,2,Uneducated,Unknown,NY,yes,no,no,cellular,3
CUST_02692,65,M,0,Unknown,Single,FL,no,yes,no,telephone,2
CUST_02693,45,F,3,Graduate,Married,FL,no,yes,yes,cellular,3
CUST_02698,48,F,3,Graduate,Unknown,TX,yes,yes,no,unknown,1
CUST_02699,56,M,2,Graduate,Single,FL,no,no,no,cellular,2
CUST_02702,49,F,5,Unknown,Married,CA,no,no,no,unknown,1
CUST_02708,53,M,3,Post-Graduate,Married,NY,no,yes,no,cellular,1
CUST_02710,40,M,4,Uneducated,Single,CA,yes,no,yes,cellular,1
CUST_02716,60,F,1,Graduate,Married,NJ,no,no,no,cellular,3
CUST_02719,57,F,2,Post-Graduate,Single,TX,no,yes,no,cellular,2
CUST_02725,38,F,4,Uneducated,Married,CA,yes,no,no,unknown,3
CUST_02730,46,M,3,Graduate,Married,TX,no,yes,no,cellular,3
CUST_02733,34,F,2,High School,Single,FL,yes,yes,no,cellular,1
CUST_02738,43,F,3,Graduate,Married,NJ,no,no,no,cellular,3
CUST_02743,50,F,2,Graduate,Married,NJ,no,no,no,unknown,3
CUST_02749,38,M,2,Graduate,Married,CA,no,no,no,cellular,2
CUST_02751,47,F,4,Post-Graduate,Unknown,FL,no,no,yes,unknown,2
CUST_02752,32,F,2,High School,Single,TX,no,yes,no,cellular,3
CUST_02754,37,F,1,Graduate,Married,FL,no,no,no,unknown,3
CUST_02755,39,F,1,Graduate,Single,TX,no,no,no,cellular,3
CUST_02756,35,M,4,High School,Married,NY,yes,no,no,cellular,3
CUST_02759,59,F,1,High School,Married,TX,yes,no,no,unknown,2
CUST_02761,52,F,3,Graduate,Single,NY,yes,yes,no,telephone,2
CUST_02767,49,F,1,Unknown,Married,CA,no,yes,no,cellular,3
CUST_02770,50,F,1,High School,Single,NY,no,yes,no,cellular,3
CUST_02771,52,M,1,Doctorate,Married,NJ,yes,no,no,cellular,3
CUST_02772,61,M,0,Graduate,Married,NY,no,no,no,cellular,1
CUST_02778,48,F,1,High School,Married,CA,no,yes,no,cellular,1
CUST_02795,38,F,1,Graduate,Married,TX,no,yes,no,cellular,3
CUST_02803,47,M,3,Graduate,Single,TX,no,no,no,cellular,3
CUST_02808,51,F,3,Graduate,Married,IA,no,no,no,cellular,2
CUST_02817,51,F,4,Unknown,Married,TX,yes,yes,no,cellular,3
CUST_02819,43,F,3,Graduate,Married,NY,no,no,no,cellular,3
CUST_02821,58,F,3,Graduate,Married,TX,no,no,no,unknown,3
CUST_02824,36,F,2,Graduate,Married,CA,yes,yes,no,telephone,2
CUST_02827,44,F,3,Uneducated,Married,FL,no,yes,no,unknown,2
CUST_02834,51,F,1,Graduate,Single,FL,yes,yes,no,cellular,2
CUST_02836,46,F,4,Graduate,Single,MN,yes,no,yes,cellular,2
CUST_02841,58,M,0,High School,Unknown,FL,no,yes,no,cellular,2
CUST_02847,48,F,3,High School,Single,CA,no,yes,no,cellular,3
CUST_02849,50,F,3,Graduate,Married,CA,no,no,no,cellular,3
CUST_02856,32,M,2,High School,Single,NY,no,no,no,cellular,2
CUST_02860,51,F,2,Graduate,Married,NY,no,no,no,cellular,3
CUST_02863,47,M,5,Unknown,Single,FL,no,no,no,cellular,2
CUST_02865,44,M,4,Graduate,Married,NY,no,no,no,cellular,3
CUST_02868,45,M,5,Unknown,Married,CA,no,no,no,cellular,3
CUST_02869,61,M,0,Post-Graduate,Single,TX,no,no,no,unknown,3
CUST_02871,55,F,2,Graduate,Married,CA,no,no,no,cellular,2
CUST_02875,29,F,0,Uneducated,Married,CA,no,no,no,unknown,2
CUST_02877,56,M,3,High School,Married,FL,no,yes,no,unknown,2
CUST_02883,44,F,1,Uneducated,Single,FL,no,yes,no,cellular,3
CUST_02885,51,F,2,Graduate,Married,FL,yes,yes,no,cellular,2
CUST_02886,48,M,3,Graduate,Married,FL,yes,yes,yes,cellular,2
CUST_02887,39,F,1,Unknown,Married,CA,no,no,no,cellular,2
CUST_02890,65,F,0,Graduate,Married,NJ,no,yes,yes,cellular,2
CUST_02895,43,M,4,Unknown,Unknown,CA,no,yes,yes,unknown,1
CUST_02904,43,F,4,Unknown,Single,TX,yes,yes,no,unknown,3
CUST_02907,46,F,2,Graduate,Single,FL,no,no,no,cellular,3
CUST_02908,39,F,3,Graduate,Married,FL,yes,no,no,cellular,2
CUST_02909,49,F,3,High School,Married,CA,yes,yes,yes,cellular,3
CUST_02911,47,M,3,Graduate,Married,TX,no,no,no,cellular,1
CUST_02914,37,M,3,High School,Married,FL,no,yes,no,cellular,1
CUST_02920,40,F,3,High School,Unknown,CA,yes,yes,no,unknown,1
CUST_02923,44,F,2,Graduate,Married,CA,yes,yes,no,unknown,2
CUST_02927,28,M,1,Post-Graduate,Single,TX,no,yes,no,cellular,3
CUST_02928,42,F,2,Uneducated,Single,CA,no,yes,no,unknown,2
CUST_02931,52,F,3,Uneducated,Unknown,CA,no,yes,yes,cellular,2
CUST_02933,35,F,4,High School,Single,TX,no,yes,no,cellular,3
CUST_02936,51,F,2,Unknown,Married,CA,no,no,no,cellular,3
CUST_02944,43,M,3,Uneducated,Married,CA,yes,no,no,cellular,3
CUST_02949,47,F,2,Uneducated,Married,NY,yes,yes,no,cellular,3
CUST_02955,56,M,0,High School,Unknown,NY,yes,yes,no,unknown,3
CUST_02956,34,M,1,Unknown,Married,TX,no,yes,no,cellular,3
CUST_02957,58,F,0,Uneducated,Single,MI,no,no,no,unknown,3
CUST_02958,52,M,2,Doctorate,Married,CA,no,no,no,cellular,3
CUST_02961,65,F,0,Graduate,Married,FL,no,no,yes,cellular,1
CUST_02964,64,M,1,Graduate,Married,TX,no,yes,no,unknown,1
CUST_02969,59,F,1,Graduate,Single,TX,yes,no,no,cellular,3
CUST_02971,65,M,0,Graduate,Single,CA,no,no,no,unknown,3
CUST_02974,49,M,3,Graduate,Married,FL,yes,no,no,cellular,3
CUST_02983,43,F,3,Graduate,Married,NJ,no,no,no,cellular,1
CUST_02985,52,M,3,Graduate,Married,FL,no,yes,no,unknown,2
CUST_02987,26,M,0,Graduate,Single,FL,no,yes,no,cellular,1
CUST_02992,59,M,0,High School,Married,NY,no,yes,no,cellular,3
CUST_02996,57,F,3,Graduate,Unknown,TX,yes,no,no,cellular,1
CUST_02997,32,M,1,High School,Single,FL,yes,yes,no,cellular,3
CUST_02998,53,M,1,Graduate,Married,NJ,yes,no,no,telephone,2
CUST_03001,53,F,1,Unknown,Married,TX,no,yes,no,cellular,3
CUST_03003,54,F,4,High School,Married,NY,yes,yes,no,telephone,3
CUST_03007,45,M,5,Doctorate,Married,CA,no,no,no,unknown,2
CUST_03008,57,F,2,Doctorate,Married,CA,no,yes,no,unknown,3
CUST_03012,50,M,1,Graduate,Married,NJ,no,no,no,cellular,2
CUST_03013,34,M,3,Graduate,Married,FL,no,no,no,cellular,1
CUST_03015,64,F,0,Unknown,Married,NJ,no,no,no,cellular,3
CUST_03016,49,F,4,Uneducated,Unknown,IL,yes,no,no,unknown,1
CUST_03017,53,M,3,Graduate,Single,FL,no,no,no,cellular,3
CUST_03018,42,F,2,Unknown,Single,CA,no,yes,no,cellular,1
CUST_03022,39,F,1,Uneducated,Single,TX,no,yes,no,cellular,3
CUST_03025,43,M,4,Graduate,Unknown,TX,yes,no,no,telephone,3
CUST_03027,45,F,3,Unknown,Unknown,TX,no,no,yes,cellular,3
CUST_03028,63,M,1,High School,Single,CA,yes,no,no,cellular,1
CUST_03033,48,M,2,Graduate,Married,FL,no,yes,no,cellular,3
CUST_03035,53,M,2,Unknown,Single,CA,yes,yes,no,cellular,2
CUST_03038,49,F,1,High School,Married,TX,no,no,no,cellular,3
CUST_03039,57,F,2,Graduate,Single,CA,no,no,no,cellular,3
CUST_03040,48,F,4,Uneducated,Married,TX,no,yes,no,unknown,3
CUST_03044,50,M,3,High School,Single,NJ,yes,yes,no,cellular,2
CUST_03045,45,F,4,Graduate,Unknown,FL,yes,yes,no,cellular,2
CUST_03046,41,F,3,High School,Married,NY,no,yes,no,cellular,5
CUST_03048,48,F,4,Unknown,Married,TX,no,yes,yes,cellular,2
CUST_03051,47,M,4,Graduate,Unknown,NY,no,no,no,unknown,3
CUST_03056,48,F,4,Graduate,Married,TX,yes,no,no,cellular,3
CUST_03058,51,F,2,Graduate,Single,CA,no,yes,no,cellular,5
CUST_03059,51,F,4,Graduate,Married,VA,no,yes,yes,cellular,2
CUST_03060,36,F,3,High School,Married,FL,no,no,no,cellular,5
CUST_03061,49,F,3,High School,Married,NY,yes,no,no,telephone,3
CUST_03062,40,M,3,High School,Married,VA,yes,no,no,cellular,5
CUST_03064,56,M,3,High School,Single,NJ,yes,no,no,cellular,3
CUST_03065,45,M,3,Uneducated,Single,NJ,yes,no,no,telephone,5
CUST_03066,48,F,2,Graduate,Single,CA,no,no,no,unknown,2
CUST_03071,50,F,1,Unknown,Single,CA,yes,yes,no,telephone,3
CUST_03072,45,M,2,Graduate,Married,CA,yes,no,yes,cellular,5
CUST_03078,53,F,2,Unknown,Married,FL,yes,no,no,unknown,2
CUST_03079,40,F,4,Post-Graduate,Married,NY,no,no,no,unknown,2
CUST_03080,51,M,2,Graduate,Married,CA,yes,yes,no,unknown,5
CUST_03081,43,F,2,Doctorate,Single,CA,yes,yes,no,cellular,5
CUST_03083,41,F,2,Unknown,Single,NJ,yes,yes,yes,unknown,2
CUST_03095,35,M,3,Uneducated,Married,NY,no,yes,no,cellular,5
CUST_03096,35,M,0,High School,Single,CA,no,no,no,cellular,3
CUST_03101,37,M,1,Graduate,Single,NY,no,no,no,cellular,5
CUST_03102,59,M,2,Graduate,Single,FL,no,yes,no,cellular,5
CUST_03106,47,M,3,Graduate,Single,NY,yes,no,no,cellular,3
CUST_03108,39,F,1,Graduate,Single,CA,no,no,no,cellular,3
CUST_03111,46,F,3,High School,Married,NY,no,no,no,unknown,5
CUST_03112,59,F,2,High School,Single,FL,no,no,no,cellular,3
CUST_03119,52,M,2,Graduate,Single,FL,no,yes,no,cellular,2
CUST_03124,55,M,2,Uneducated,Single,CA,no,no,no,cellular,3
CUST_03127,51,F,3,Graduate,Married,NJ,yes,no,no,cellular,2
CUST_03128,57,F,4,High School,Single,FL,no,yes,no,cellular,3
CUST_03129,47,F,1,Graduate,Married,NJ,yes,no,no,cellular,2
CUST_03131,51,F,2,Unknown,Married,NY,no,yes,no,cellular,3
CUST_03132,49,F,4,Graduate,Single,FL,no,no,no,cellular,3
CUST_03133,57,M,2,Uneducated,Married,VA,yes,yes,no,cellular,1
CUST_03134,52,M,3,Doctorate,Married,UT,no,no,no,cellular,3
CUST_03140,62,M,1,High School,Married,NY,yes,yes,no,cellular,3
CUST_03144,35,F,3,Graduate,Single,NY,yes,no,no,cellular,1
CUST_03146,34,M,1,Uneducated,Single,NY,yes,yes,yes,cellular,3
CUST_03147,41,F,4,Graduate,Married,MI,no,no,yes,unknown,1
CUST_03149,36,F,1,Unknown,Single,FL,no,no,no,unknown,2
CUST_03150,41,M,4,Uneducated,Single,TX,no,no,no,cellular,3
CUST_03152,44,F,3,Unknown,Single,FL,yes,no,no,cellular,2
CUST_03155,41,M,1,Post-Graduate,Single,MI,no,no,no,cellular,3
CUST_03161,49,M,4,Graduate,Married,NY,no,yes,no,cellular,1
CUST_03173,43,M,3,Graduate,Single,CA,no,no,no,cellular,3
CUST_03182,31,F,0,Uneducated,Married,CA,no,no,no,cellular,3
CUST_03185,46,F,2,Graduate,Married,TX,yes,yes,no,cellular,3
CUST_03188,49,F,2,Unknown,Unknown,CA,no,no,no,cellular,3
CUST_03195,37,F,1,Graduate,Married,FL,no,yes,no,unknown,3
CUST_03205,33,F,0,Unknown,Single,FL,yes,yes,no,cellular,3
CUST_03207,51,F,2,Graduate,Single,NY,yes,no,no,unknown,3
CUST_03208,49,M,2,Graduate,Single,CA,no,no,no,cellular,3
CUST_03209,41,M,3,High School,Married,CT,yes,yes,no,cellular,3
CUST_03210,41,M,2,Graduate,Unknown,VA,yes,yes,no,cellular,1
CUST_03211,39,F,2,Post-Graduate,Single,TX,yes,yes,no,cellular,1
CUST_03232,45,M,3,High School,Married,TX,yes,no,no,cellular,1
CUST_03236,44,M,2,Graduate,Married,NY,no,yes,no,unknown,3
CUST_03239,42,M,2,High School,Single,NY,yes,no,no,cellular,2
CUST_03245,43,M,3,Graduate,Unknown,NY,no,no,yes,cellular,3
CUST_03246,64,F,1,Graduate,Single,NY,no,yes,no,cellular,2
CUST_03252,46,M,3,Graduate,Single,CA,no,no,no,cellular,1
CUST_03258,39,F,2,Graduate,Married,FL,yes,yes,yes,cellular,3
CUST_03266,51,F,4,Graduate,Single,NY,no,no,no,cellular,3
CUST_03273,51,M,1,Graduate,Married,NY,no,yes,no,cellular,3
CUST_03275,48,M,2,Uneducated,Single,NY,yes,yes,no,cellular,2
CUST_03280,45,F,2,Graduate,Single,NY,no,no,no,unknown,3
CUST_03282,64,M,0,Graduate,Single,CA,yes,no,no,cellular,3
CUST_03288,40,M,3,Graduate,Single,TX,no,no,no,cellular,1
CUST_03289,40,M,2,Graduate,Married,FL,no,yes,no,cellular,2
CUST_03291,47,M,3,Uneducated,Married,TX,no,yes,no,unknown,2
CUST_03296,56,M,2,Graduate,Married,NJ,yes,yes,no,cellular,3
CUST_03298,37,F,1,Graduate,Married,FL,no,yes,no,cellular,1
CUST_03299,53,F,2,Graduate,Married,NY,no,no,no,unknown,3
CUST_03300,35,F,1,Graduate,Single,CA,yes,no,no,cellular,3
CUST_03306,42,M,2,Uneducated,Single,NY,no,no,no,cellular,2
CUST_03308,38,M,3,High School,Married,NY,yes,no,no,cellular,3
CUST_03310,53,M,2,Uneducated,Single,FL,yes,no,no,cellular,1
CUST_03313,49,F,3,Graduate,Single,TX,yes,no,no,cellular,3
CUST_03315,65,F,0,Graduate,Married,NY,no,no,no,cellular,1
CUST_03317,41,M,3,Graduate,Single,FL,yes,no,no,cellular,2
CUST_03318,40,F,3,High School,Single,TX,no,no,no,unknown,3
CUST_03320,32,F,0,Unknown,Single,NY,no,no,yes,unknown,1
CUST_03321,38,M,3,Uneducated,Married,FL,no,no,no,cellular,3
CUST_03326,58,F,3,Graduate,Married,NJ,no,no,no,cellular,3
CUST_03329,54,F,0,Graduate,Married,NY,yes,yes,no,unknown,3
CUST_03330,37,M,3,Unknown,Single,FL,yes,no,no,cellular,2
CUST_03334,68,M,1,Graduate,Married,NY,yes,yes,yes,telephone,1
CUST_03335,41,F,4,Graduate,Married,TX,no,no,no,cellular,3
CUST_03351,51,F,3,Graduate,Married,CA,no,no,no,cellular,1
CUST_03352,59,F,0,Uneducated,Married,FL,yes,yes,no,cellular,3
CUST_03353,50,F,1,Graduate,Single,CA,yes,no,no,cellular,1
CUST_03354,30,M,0,Graduate,Single,TX,no,yes,no,cellular,2
CUST_03356,56,F,1,High School,Married,TX,yes,yes,no,cellular,2
CUST_03371,39,F,5,Graduate,Single,TX,no,no,no,unknown,1
CUST_03376,31,M,0,High School,Single,TX,no,yes,no,cellular,2
CUST_03379,49,M,2,Uneducated,Married,FL,no,no,no,cellular,3
CUST_03380,40,F,1,High School,Single,CA,no,no,no,telephone,3
CUST_03383,41,F,4,Graduate,Married,FL,no,no,no,unknown,3
CUST_03384,35,M,2,Graduate,Married,IL,no,no,no,cellular,3
CUST_03388,32,M,1,Uneducated,Single,NY,no,no,no,cellular,1
CUST_03393,38,F,1,Graduate,Married,FL,no,yes,no,cellular,3
CUST_03394,41,F,3,Graduate,Unknown,TX,no,yes,yes,cellular,2
CUST_03397,55,F,2,Graduate,Married,FL,no,yes,yes,cellular,5
CUST_03398,43,F,5,High School,Married,CA,no,yes,yes,cellular,2
CUST_03400,50,F,2,Post-Graduate,Married,NY,no,yes,no,cellular,3
CUST_03401,51,F,1,Graduate,Married,CA,no,no,no,cellular,3
CUST_03405,50,M,1,Uneducated,Married,CA,yes,no,no,cellular,3
CUST_03406,44,F,3,Doctorate,Single,TX,no,no,yes,cellular,2
CUST_03411,40,F,4,Graduate,Single,TX,yes,no,no,cellular,3
CUST_03413,47,F,3,Unknown,Unknown,NY,no,no,no,cellular,3
CUST_03423,44,F,3,High School,Married,MI,no,yes,yes,telephone,5
CUST_03425,51,M,1,Uneducated,Single,CA,no,no,no,cellular,3
CUST_03429,45,M,1,Unknown,Single,FL,yes,no,no,cellular,3
CUST_03430,46,M,2,Graduate,Single,NY,no,no,no,telephone,3
CUST_03434,44,M,3,Graduate,Unknown,NY,yes,yes,no,cellular,5
CUST_03435,36,F,2,Graduate,Unknown,TX,no,no,no,cellular,5
CUST_03439,53,F,1,Graduate,Married,FL,no,yes,no,cellular,3
CUST_03442,39,F,2,High School,Single,CA,no,yes,no,cellular,3
CUST_03444,40,M,3,Graduate,Married,FL,no,no,no,cellular,3
CUST_03456,50,F,2,High School,Married,TX,yes,no,no,cellular,5
CUST_03458,42,F,4,Uneducated,Married,NY,yes,no,yes,unknown,3
CUST_03460,43,M,4,High School,Single,FL,no,no,no,cellular,3
CUST_03461,39,F,1,Graduate,Single,TX,no,yes,no,cellular,3
CUST_03464,39,F,0,Unknown,Married,NJ,no,no,no,cellular,2
CUST_03465,48,F,2,Post-Graduate,Single,CA,yes,yes,no,unknown,3
CUST_03466,58,M,2,Doctorate,Married,NY,yes,no,no,unknown,3
CUST_03468,36,M,2,Graduate,Single,NY,no,yes,no,cellular,2
CUST_03470,42,F,2,Graduate,Married,TX,no,yes,no,telephone,3
CUST_03471,46,M,2,Graduate,Married,CA,no,yes,no,cellular,1
CUST_03474,35,F,3,Doctorate,Married,FL,yes,no,no,cellular,3
CUST_03482,45,M,2,Graduate,Single,TX,no,yes,no,cellular,3
CUST_03483,49,F,3,Graduate,Married,CA,yes,no,no,cellular,1
CUST_03486,39,M,3,Graduate,Married,CA,no,yes,no,cellular,3
CUST_03488,43,F,3,High School,Married,CA,no,no,no,unknown,2
CUST_03496,35,M,1,Post-Graduate,Married,NJ,yes,yes,no,unknown,1
CUST_03498,47,F,3,Graduate,Unknown,CA,no,no,no,unknown,3
CUST_03502,44,M,3,Graduate,Single,VA,yes,no,yes,cellular,2
CUST_03509,39,M,1,Graduate,Married,NY,no,yes,no,cellular,3
CUST_03510,51,F,1,Unknown,Married,NV,no,yes,no,cellular,3
CUST_03519,44,M,4,High School,Single,TX,yes,no,yes,cellular,3
CUST_03521,37,M,3,High School,Single,NJ,yes,no,no,cellular,3
CUST_03523,32,M,2,Graduate,Married,NY,no,no,no,cellular,1
CUST_03525,44,F,4,Graduate,Married,TX,no,yes,no,cellular,3
CUST_03527,45,F,4,Uneducated,Married,NJ,yes,yes,no,telephone,1
CUST_03528,42,F,4,Graduate,Married,CA,no,yes,no,cellular,1
CUST_03533,49,F,1,Unknown,Married,FL,yes,yes,yes,cellular,1
CUST_03534,39,F,2,Doctorate,Married,TX,yes,no,no,telephone,3
CUST_03539,53,F,2,Uneducated,Married,FL,no,yes,no,cellular,1
CUST_03542,61,F,0,Unknown,Single,TX,yes,no,no,cellular,3
CUST_03543,41,F,5,Graduate,Married,TX,no,yes,no,unknown,2
CUST_03544,59,F,2,Unknown,Married,CA,yes,yes,no,cellular,3
CUST_03551,38,M,3,Graduate,Single,NY,yes,no,no,cellular,3
CUST_03556,42,F,4,Post-Graduate,Single,CA,no,no,no,cellular,3
CUST_03567,52,F,1,Graduate,Married,CA,yes,no,no,unknown,2
CUST_03575,61,F,2,Graduate,Single,NY,no,yes,yes,cellular,2
CUST_03579,34,F,2,Graduate,Unknown,NY,no,no,yes,cellular,2
CUST_03583,36,M,2,Post-Graduate,Single,NJ,no,yes,no,cellular,1
CUST_03596,39,F,4,Unknown,Single,NJ,no,no,yes,cellular,3
CUST_03598,58,F,0,High School,Married,TX,yes,no,no,telephone,3
CUST_03602,39,F,0,Unknown,Single,TX,yes,no,no,cellular,1
CUST_03603,53,F,2,High School,Single,CA,yes,yes,no,unknown,2
CUST_03609,63,M,0,Graduate,Married,NJ,no,no,no,telephone,2
CUST_03615,42,M,3,Graduate,Single,TX,yes,no,no,cellular,1
CUST_03616,43,M,2,Graduate,Single,FL,no,no,no,cellular,3
CUST_03617,56,M,4,Graduate,Single,CA,no,no,no,telephone,1
CUST_03618,33,F,2,High School,Single,NJ,yes,no,no,unknown,1
CUST_03621,44,M,3,High School,Single,FL,no,no,no,telephone,3
CUST_03622,47,M,1,Graduate,Single,VA,yes,no,yes,cellular,3
CUST_03626,47,F,3,Graduate,Married,FL,yes,no,no,cellular,3
CUST_03636,58,M,1,Graduate,Married,NY,no,no,yes,cellular,2
CUST_03644,40,M,2,High School,Unknown,TX,yes,no,no,cellular,3
CUST_03647,39,F,3,Uneducated,Single,CA,no,yes,no,cellular,1
CUST_03650,53,F,2,Unknown,Single,CA,yes,no,no,cellular,3
CUST_03652,46,M,3,Graduate,Married,TX,no,no,no,cellular,2
CUST_03657,51,M,1,Graduate,Married,TX,no,no,yes,cellular,1
CUST_03662,55,F,2,Graduate,Married,CA,yes,yes,no,cellular,3
CUST_03667,51,F,3,Graduate,Married,NY,no,no,no,unknown,2
CUST_03669,50,F,2,Uneducated,Married,CA,yes,no,no,cellular,1
CUST_03678,39,M,1,Uneducated,Single,NY,no,yes,yes,cellular,3
CUST_03680,31,F,2,Unknown,Married,CA,no,no,no,cellular,1
CUST_03681,49,F,4,High School,Married,TX,no,no,no,cellular,2
CUST_03685,36,F,4,Graduate,Married,FL,yes,no,no,unknown,3
CUST_03687,53,M,2,Post-Graduate,Married,UT,no,no,no,telephone,2
CUST_03689,41,F,3,Graduate,Married,CA,yes,no,no,cellular,3
CUST_03690,49,F,2,Unknown,Single,TX,yes,yes,yes,cellular,1
CUST_03694,51,M,1,Unknown,Married,TX,yes,yes,yes,cellular,3
CUST_03704,38,F,3,Unknown,Married,NY,yes,no,no,cellular,2
CUST_03705,51,M,2,Graduate,Married,CA,yes,yes,no,cellular,3
CUST_03707,42,F,2,Uneducated,Married,CA,no,no,yes,cellular,2
CUST_03708,31,F,0,Graduate,Single,TX,yes,yes,no,cellular,2
CUST_03718,59,F,1,Graduate,Single,NY,no,yes,no,cellular,1
